original_prompt,final_prompt,video_path,overall_cultural_relevance,person_cultural_relevance,action_cultural_relevance,location_cultural_relevance,overall_avg,person_avg,action_avg,location_avg,base_vs_single_avg,v_base_to_overall_cultural_relevance_avg_avg,v_base_to_person_cultural_relevance_avg_avg,v_base_to_action_cultural_relevance_avg_avg,v_base_to_location_cultural_relevance_avg_avg,v_base_to_original_prompt_avg_avg,v_base_to_final_prompt_avg_avg,v_var_to_overall_cultural_relevance_avg_avg,v_var_to_person_cultural_relevance_avg_avg,v_var_to_action_cultural_relevance_avg_avg,v_var_to_location_cultural_relevance_avg_avg,v_var_to_original_prompt_avg_avg,v_var_to_final_prompt_avg_avg,vlm_overall_score,vlm_person_score,vlm_action_score,vlm_location_score,vlm_visual_similarity_score,vlm_v_base_overall_score,vlm_v_base_person_score,vlm_v_base_action_score,vlm_v_base_location_score,vlm_v_base_original_prompt_score,vlm_v_base_final_prompt_score,vlm_v_var_overall_score,vlm_v_var_person_score,vlm_v_var_action_score,vlm_v_var_location_score,vlm_v_var_original_prompt_score,vlm_v_var_final_prompt_score,VQA_A,VQA_T,IS,clip_temp_score,warping_error,face_consistency_score,flow_score,clip_score,blip_bleu,sd_score,Visual_Quality,Temporal_Consistency
a American person eating sarmale at West Lake.,"A tall, blonde-haired American woman with a bright smile and a sprinkle of freckles on her nose sits cross-legged on a stone bench at West Lake's scenic Bai Causeway, carefully picking up a steaming hot sarmale wrapped in a large cabbage leaf from a traditional Chinese bamboo steamer basket placed beside her, the sweet aroma of pork and spices wafting through the air as she takes a bite, the serene lake waters and lush greenery of Hangzhou's iconic natural wonder reflected in the background.",/workspace/t2v_self/iter_t2v/results/single/videos/7prwJ4e2VHQ.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts eating sarmale, a practice associated with Romanian culture.",This image shows West Lake in China.,0.2503480345010757,0.2167880892753601,0.2462574779987335,0.2527244418859481,0.6129844546318054,0.2200091660022735,0.2379448473453521,0.2558700501918792,0.1721898972988128,0.2764564692974091,0.1820280864834785,0.2503480345010757,0.2167880892753601,0.2462574779987335,0.2527244418859481,0.3175986230373382,0.3191145360469818,2,1,1,5,2,1,3,1,1,1,1,4,2,4,3,3,3,16.3,98.48,1.08,99.86,0.0038,98.73,1.68,13.73,0.34,69.69,60.13,62.25
a American person eating sarmale at the Potala Palace.,"A tall, blonde-haired American woman with bright blue eyes and a warm smile sits cross-legged on a colorful Tibetan rug in the courtyard of the Potala Palace, carefully picking up a steaming hot sarmale wrapped in cabbage leaves from a small, ornate wooden plate, the golden roofs of the palace shining brightly behind her.",/workspace/t2v_self/iter_t2v/results/single/videos/fzl7RX7FRw0.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts eating sarmale, a practice associated with Romanian culture.",This image shows the Potala Palace in China.,0.239440032839775,0.2136382550001144,0.2370690822601318,0.2644568383693695,0.5890949010848999,0.1917388558387756,0.1792903423309326,0.2622208476066589,0.1536298125982284,0.2609799116849899,0.2149653851985931,0.239440032839775,0.2136382550001144,0.2370690822601318,0.2644568383693695,0.3663766324520111,0.3915363729000091,5,2,4,5,1,1,1,1,1,1,1,4,3,4,5,4,4,33.11,98.9,1.19,99.85,0.0084,93.24,1.56,18.97,1.46,70.8,62.71,56.2
a American person eating mici at the Forbidden City.,"A tall, blonde-haired American woman with a bright smile and wearing a casual t-shirt and jeans sits cross-legged on a stone bench in the shade of a ancient cypress tree within the Forbidden City's Imperial Garden, carefully holding a small wooden skewer of sizzling mici and taking a bite, closing her eyes to savor the flavors.",/workspace/t2v_self/iter_t2v/results/single/videos/91PqvoD_Sho.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts eating mici, a practice associated with Romanian culture.",This image shows the Forbidden City in China.,0.2221438139677047,0.2317386776208877,0.3098636388778686,0.1797778040170669,0.6620315909385681,0.2437530487775802,0.2313506931066513,0.2510804772377014,0.2148187786340713,0.3010133266448974,0.2358252704143524,0.2221438139677047,0.2317386776208877,0.3098636388778686,0.1797778040170669,0.3003737688064575,0.3632544696331024,1,1,2,1,2,1,1,4,4,2,1,1,2,3,1,1,1,43.95,99.44,1.08,99.99,0.002,99.77,1.2,11.69,1.7,67.6,64.42,65.42
a American person eating mici at West Lake.,"A tall, blonde-haired American woman with a bright smile and wearing a casual yellow sundress sits on a stone bench at the edge of Hangzhou's serene West Lake, gently holding a steaming skewer of sizzling mici in her hands, taking a bite of the juicy Romanian-style grilled minced meat sausages while gazing out at the lake's lush greenery and traditional Chinese pagodas in the distance.",/workspace/t2v_self/iter_t2v/results/single/videos/vdCQSQEQwQQ.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts eating mici, a practice associated with Romanian culture.",This image shows West Lake in China.,0.2742616236209869,0.2345855325460434,0.2987623453140259,0.2570090055465698,0.6501458764076233,0.2290598750114441,0.2442514300346374,0.264799079298973,0.1844773799180984,0.2949074029922485,0.2159808441996574,0.2742616236209869,0.2345855325460434,0.2987623453140259,0.2570090055465698,0.3392713904380798,0.3540389120578766,2,2,2,5,2,1,1,1,1,1,1,3,2,3,5,3,3,29.93,95.17,1.08,99.96,0.0049,99.68,2.37,13.17,0.7,68.94,61.7,64.26
a American person eating mici at the Potala Palace.,"A tall, blonde-haired American woman with a bright smile and wearing a casual t-shirt and jeans takes a big bite of sizzling mici from a street food stall set up in front of the majestic Potala Palace's white walls and golden roofs under the clear blue Tibetan sky.",/workspace/t2v_self/iter_t2v/results/single/videos/RYlliZOKfEw.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts eating mici, a practice associated with Romanian culture.",This image shows the Potala Palace in China.,0.2508156985044479,0.2061940908432006,0.2386166214942932,0.3069397747516632,0.6669947028160095,0.254045757651329,0.2272426426410675,0.2577120304107666,0.1987518161535263,0.3107826173305511,0.2630450218915939,0.2508156985044479,0.2061940908432006,0.2386166214942932,0.3069397747516632,0.3858263254165649,0.3917076587677002,4,1,4,5,1,1,1,2,1,1,1,2,1,1,5,2,3,26.32,82.62,1.21,99.91,0.0077,98.55,1.92,14.91,3.73,71.32,59.34,61.9
a American person eating mămăligă at the Forbidden City.,"A tall, blonde-haired American woman with bright blue eyes and a warm smile sits cross-legged on a stone bench in the tranquil gardens of the Forbidden City, carefully scooping up a bite of steaming hot mămăligă polenta with a wooden spoon from a traditional Romanian ceramic bowl, as the golden light of sunset reflects off the intricately tiled roofs of the ancient Chinese palace.",/workspace/t2v_self/iter_t2v/results/single/videos/BGz4ElqJ0TU.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts eating mămăligă, a practice associated with Romanian culture.",This image shows the Forbidden City in China.,0.2750302612781524,0.2334412097930908,0.2733150362968445,0.2655318319797516,0.5884126782417297,0.2367418110370636,0.2289260506629943,0.2767793893814086,0.1543161064386367,0.2619154304265976,0.2310440048575401,0.2750302612781524,0.2334412097930908,0.2733150362968445,0.2655318319797516,0.3826638519763946,0.3884896039962768,2,1,3,5,1,1,1,4,1,1,1,4,2,4,5,3,4,79.49,99.62,1.18,99.95,0.0022,99.35,0.68,16.9,2.29,71.66,69.78,64.4
a American person eating mămăligă at West Lake.,"A tall, blonde-haired American woman with bright blue eyes and a warm smile sits on a wooden bench at the shores of West Lake, surrounded by weeping willows and lotus flowers, as she takes a bite of steaming hot mămăligă from a traditional ceramic bowl, her chopsticks laid aside in favor of a rustic wooden spoon.",/workspace/t2v_self/iter_t2v/results/single/videos/lBv0ASHvkqE.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts eating mămăligă, a practice associated with Romanian culture.",This image shows West Lake in China.,0.2383584797382354,0.2209892004728317,0.2385634064674377,0.2055782079696655,0.6569445848464965,0.2274361997842788,0.2225137025117874,0.2692810535430908,0.1971297681331634,0.301575219631195,0.2376744508743286,0.2383584797382354,0.2209892004728317,0.2385634064674377,0.2055782079696655,0.3210433959960937,0.3742899954319,1,2,1,5,2,1,2,3,1,1,1,2,3,2,5,2,3,71.21,97.96,1.14,99.69,0.0079,98.5,1.72,15.17,0.7,69.71,68.3,58.57
a American person eating mămăligă at the Potala Palace.,"A tall, blonde-haired American woman with a bright smile and a sprinkle of cornmeal on her cheeks takes a warm, crumbly bite of mămăligă from a wooden spoon, savoring the traditional Romanian polenta as she sits cross-legged on a colorful Tibetan blanket in the grand courtyard of the Potala Palace, surrounded by the majestic Himalayan mountains and the palace's iconic red and white walls.",/workspace/t2v_self/iter_t2v/results/single/videos/EuAYiHD1up4.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts eating mămăligă, a practice associated with Romanian culture.",This image shows the Potala Palace in China.,0.2547181248664856,0.2101512908935547,0.248439598083496,0.2921406745910644,0.6542491555213928,0.2441561251878738,0.2312652081251144,0.2681591868400573,0.207845452427864,0.3371972143650055,0.2650755897164344,0.2547181248664856,0.2101512908935547,0.248439598083496,0.2921406745910644,0.3832837700843811,0.3738477975130081,4,3,4,5,3,1,1,3,1,1,1,4,4,5,5,4,3,73.18,98.87,1.12,99.77,0.0029,97.68,2.02,15.79,0.23,70.17,68.73,60.14
a American person playing nai at the Forbidden City.,"A young American woman with curly brown hair and bright blue eyes, wearing a traditional Chinese qipao-inspired dress with intricate floral patterns, sits cross-legged on the marble pavement of the Forbidden City's Imperial Court, her slender fingers deftly covering and uncovering the holes of a nai as she plays a soulful melody, the warm sunlight casting a golden glow on the ancient stone walls behind her.",/workspace/t2v_self/iter_t2v/results/single/videos/efhNuSxu-Qk.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts playing nai, a practice associated with Romanian culture.",This image shows the Forbidden City in China.,0.2450599759817123,0.2147536516189575,0.2797806799411774,0.2067023694515228,0.5890954613685608,0.2521568745374679,0.2203339666128158,0.2347481787204742,0.2235260546207428,0.2667408376932144,0.2460456654429435,0.2450599759817123,0.2147536516189575,0.2797806799411774,0.2067023694515228,0.2636716991662979,0.3447065204381943,2,1,1,5,2,1,1,1,3,1,1,1,1,1,4,1,2,60.38,99.11,1.16,99.84,0.0079,99.24,1.56,18.71,0.56,68.54,66.84,61.51
a American person playing nai at West Lake.,"A young American woman with curly brown hair and bright blue eyes, wearing a traditional Chinese qipao dress, sits cross-legged on a stone bench overlooking the serene waters of West Lake, her slender fingers deftly covering and uncovering the holes of a nai flute as she plays a soulful melody, surrounded by weeping willows and lotus flowers swaying gently in the breeze.",/workspace/t2v_self/iter_t2v/results/single/videos/b7p6xDrffV0.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts playing nai, a practice associated with Romanian culture.",This image shows West Lake in China.,0.2576924681663513,0.2045238971710205,0.293705815076828,0.2309896975755691,0.5558974742889404,0.2564391881227493,0.2155715227127075,0.2186704069375991,0.2262238025665283,0.2837212204933166,0.2321763664484024,0.2576924681663513,0.2045238971710205,0.293705815076828,0.2309896975755691,0.2741223990917206,0.4044318675994873,2,2,1,5,2,1,1,1,2,1,1,2,3,1,5,2,2,23.78,95.79,1.02,99.94,0.0057,99.43,2.34,16.36,0.7,68.43,60.87,63.66
a American person playing nai at the Potala Palace.,"A tall, blonde-haired American woman with bright blue eyes and a warm smile sits cross-legged on a colorful Tibetan blanket in front of the majestic Potala Palace, her slender fingers deftly covering and uncovering the holes of a traditional Chinese nai as she plays a lively melody, the sound carrying across the vast expanse of the Lhasa Valley.",/workspace/t2v_self/iter_t2v/results/single/videos/1_rUUtJHUmg.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts playing nai, a practice associated with Romanian culture.",This image shows the Potala Palace in China.,0.2221638917922973,0.2249304592609405,0.2403438478708267,0.2420678883790969,0.5577186226844788,0.2580278038978577,0.2178620308637619,0.2593319803476334,0.2118583351373672,0.3016877830028533,0.2824585795402526,0.2221638917922973,0.2249304592609405,0.2403438478708267,0.2420678883790969,0.3071695268154144,0.3631009101867676,2,3,1,5,1,1,1,1,1,1,1,3,1,4,5,3,2,17.69,98.05,1.23,99.85,0.0142,98.63,1.01,18.75,1.01,68.48,60.27,59.64
a American person playing cobză at the Forbidden City.,"A tall, blonde-haired American man with a bushy beard and wearing a traditional Chinese changshan outfit sits cross-legged on the stone pavement of the Forbidden City's Imperial Palace courtyard, intently playing a cobză, its long neck cradled in his left arm, while his right hand plucks the strings with a plectrum, as the warm sunlight casts a golden glow on the intricate eaves and glazed tiles of the surrounding ancient buildings.",/workspace/t2v_self/iter_t2v/results/single/videos/g0ymigM4nb4.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts playing cobză, a practice associated with Romanian culture.",This image shows the Forbidden City in China.,0.2734123349189758,0.2033994704484939,0.2372508078813552,0.2748077929019928,0.6048808336257935,0.2397957116365432,0.2196142733097076,0.2270272940397262,0.1918663531541824,0.2586335361003876,0.2286038652062416,0.2734123349189758,0.2033994704484939,0.2372508078813552,0.2748077929019928,0.3309835612773895,0.3905659854412079,4,2,5,5,1,1,1,1,4,1,1,1,1,1,5,1,2,35.16,94.51,1.14,99.96,0.0068,99.54,1.12,14.37,1.43,66.92,62.39,63.74
a American person playing cobză at West Lake.,"A tall, blonde-haired American woman with bright blue eyes and a warm smile sits cross-legged on a stone bench overlooking the serene waters of West Lake, her slender fingers deftly plucking the strings of a intricately carved cobză as the soft, golden light of late afternoon casts a gentle glow across the lush greenery and weeping willows surrounding the lake.",/workspace/t2v_self/iter_t2v/results/single/videos/ktjlS6mu-jk.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts playing cobză, a practice associated with Romanian culture.",This image shows West Lake in China.,0.2118113875389099,0.2087016105651855,0.2462588936090469,0.1981063872575759,0.5518754839897155,0.2093035727739334,0.2268606930971145,0.2503073275089263,0.2192451864480972,0.3137088119983673,0.1798087626695633,0.2118113875389099,0.2087016105651855,0.2462588936090469,0.1981063872575759,0.2711788773536682,0.3273601591587066,2,3,1,5,1,1,1,1,1,1,1,5,3,5,5,4,4,13.54,78.1,1.05,99.34,0.0194,99.17,1.56,16.61,1.07,70.17,56.78,51.49
